ChEMBL_ID,SMILES
CHEMBL3653477,CC1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)COCC1(F)F
CHEMBL605518,CN1C(=O)C(c2cccc(NC(=O)c3ccc4c(c3)OCO4)c2)(C2CCCCC2)N=C1N
CHEMBL1760866,CC(C)Oc1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3ccc(O)c(Br)c3)[C@@H]2O)c1
CHEMBL3925243,CNC(=O)c1ccc(C#Cc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1
CHEMBL3653435,CCc1nc(C(=O)Nc2cccc(C3(C(F)F)COCC(N)=N3)c2)co1
CHEMBL3985554,Cc1noc2c1CC1(CC2)Cc2ccc(Br)cc2C12N=C(N)N(C)O2
CHEMBL3642601,CC1(c2cccc(OCC(=O)Nc3ccc(Cl)cc3)c2)CCSC(N)=N1
CHEMBL4062699,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](OC)CC1
CHEMBL237891,Cn1c(N)nc(CCc2ccc3cc[nH]c3c2)cc1=O
CHEMBL404341,CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2CC(=O)/N=C(/N)NCc2ccco2)cc1
CHEMBL1934288,O=C([C@@H]1CNC[C@H]1c1ccccc1Br)N1CCC(c2ccccc2)CC1
CHEMBL1084154,CC(=O)NC(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1
CHEMBL1269840,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CCOCC1
CHEMBL3672427,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(N(C)C)cc2Cl)ccc1O
CHEMBL3672409,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1Cl
CHEMBL3645167,CC1(c2cc(Cl)cc(NC(=O)c3cc4ccccc4s3)c2)CCSC(N)=N1
CHEMBL2349479,CN1C(=O)C2(CC(C)(C)Sc3ccc(-c4cncnc4)cc32)N=C1N
CHEMBL402305,CCCCCS(=O)(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)c1
CHEMBL3659639,COc1ccc(C(Cc2cccc(Br)c2)c2cn(C)c(N)n2)cc1
CHEMBL5170080,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@](C)(C(F)F)C(=N)N3)c2)cn1
CHEMBL541485,C[C@@H](NC(=O)c1cc(NC(=O)CC[C@@](O)(Cc2ccccc2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc(N(C)S(C)(=O)=O)c1)c1ccccc1
CHEMBL2322833,NCc1ccc(CNC(=O)Cc2ccc(-c3ccccc3)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL592382,COC(=O)CCc1c(O)cc2occc2c1OCC=C(C)C
CHEMBL1258803,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(C(C)(C)C)co2)CCCCC1
CHEMBL1163648,CCN1CCN(CCNC(=O)c2ccc3c(=O)n(Cc4ccc(Cl)cc4)c(=S)[nH]c3c2)CC1
CHEMBL4637913,CCNC(=O)[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC(N)=N2
CHEMBL2058780,Cc1ccc(OCC(=O)N[C@@H]2c3cc(NC(=O)COc4ccc(C#N)cc4C)ccc3C[C@@H]2O)cc1
CHEMBL3586132,Cl.NC1=NC23CCC(NC(=O)c4cccc(Cl)c4)CC2(COC3)CS1
CHEMBL4860617,CC(C)(C)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CC(c1ccccc1)c1ccccc1
CHEMBL5287890,Cc1cc2c(c(C)c1CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)[C@@H](C)[C@H]2O
CHEMBL2059606,Oc1ccccc1SCC(O)Cn1c(-c2ccccc2)cc2ccccc21
CHEMBL449357,COc1ccc(C2(c3csc(N)n3)CCCC2)cc1
CHEMBL1762678,COc1ccc(C2=CC(=O)C(c3ccc(OC)cc3)=CC2=O)cc1
CHEMBL495292,O=C1N=C(NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1c1ccccc1
CHEMBL2059453,Cc1ccccc1SCC(O)Cn1c2c(c3ccccc31)CCC2
CHEMBL3897179,CN1OC2(C=C1N)c1cc(-c3cccc(C#N)c3)ccc1CCC21CCc2ccccc2CC1
CHEMBL2408784,CC1(C)Cc2ccc(-c3cncnc3)cc2C12C=C(F)C(N)=N2
CHEMBL3690090,COCCOc1cnc(C(=O)Nc2cccc(CNc3cccnc3N)c2)cn1
CHEMBL4532096,Clc1ccc2nc(-c3cccc(N4CCc5ccccc5C4)n3)[nH]c2c1
CHEMBL1923751,c1cc(-c2cn3ccccc3n2)cc(-c2nc3ccccc3[nH]2)c1
CHEMBL3640241,C[C@@]1(c2cc(Nc3ncc4ccccn34)ccc2F)CCSC(N)=N1
CHEMBL558078,C#CCNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CCS(=O)(=O)O2
CHEMBL5272974,COc1ccc(/C=C/C(=O)c2cc(I)c(OC)cc2O)cc1
CHEMBL5279409,O=C1Cc2cc(N3C(=O)c4ccccc4C3=O)ccc2CN1C(=O)c1ccccc1
CHEMBL3688725,COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1
CHEMBL3703230,NC1=NC2(CO1)c1cc(Nc3ccccn3)ccc1OCC21COC1
CHEMBL2177313,COc1ccc(C2(c3cccc(-c4cncnc4)c3)COC(N)=N2)cc1
CHEMBL386666,CN(c1cc2cc(c1)C(=O)NC(CO)Cc1cccc(c1)OCCNC2=O)S(C)(=O)=O
CHEMBL3650835,NC1=NC2(c3cc(-c4cncnc4)ccc3OCC23CC3)C(F)(F)CO1
CHEMBL3902076,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)c(C)c1
CHEMBL253421,N#Cc1ccc(COc2ccc(-c3ccc(-c4ccccc4)n3CC(=O)NC(=N)N)cc2)cc1
CHEMBL565337,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](N(O)C(C)=O)NC1
CHEMBL4561901,C[C@H]1OC[C@]2(c3cc(NC(=O)c4ccc(C#N)cn4)ccc3F)N=C(N)[C@](C)(C#N)C[C@H]12
CHEMBL1222033,Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCc1cccc(F)c1
CHEMBL1092000,Nc1cccc(Cn2c(-c3ccc(Oc4cnccn4)cc3)ccc2-c2ccccc2Cl)n1
CHEMBL2180018,COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1
CHEMBL1210334,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(NS(=O)(=O)c2ccccc2)c1)C(=O)NC1CCCCC1
CHEMBL518294,C#Cc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1
CHEMBL1230648,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)cs2)CC1
CHEMBL3962806,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cc3F)ccc1Oc1ncc(Br)cc12
CHEMBL4516761,CC(Cc1cc2ccccc2nc1N)C(=O)N1CC[C@H]2OCCC[C@@]2(Cc2ccccc2)C1
CHEMBL2011995,CN1C(=N)NC(c2cccnc2)(c2cccc(-c3cccc(Cl)c3)c2)C1=O
CHEMBL1163407,CC1=C(C(=O)NOCc2ccccc2)C(c2ccccc2)C(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)=C(C)N1S(C)(=O)=O
CHEMBL3670323,C[C@@]1(c2cc(NC(=O)c3cnc(-n4cncn4)cn3)ccc2F)C=CSC(N)=N1
CHEMBL3677219,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1cccc(Br)c1
CHEMBL3677211,CCN(CC)c1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)c(OCc2ccccc2)c1
CHEMBL2047044,Cc1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNCc1cccc(C(C)C)c1)COC/C=C/C[C@@H](c1ccccc1)NC2=O
CHEMBL4527268,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2sccc2Cl)N=C(N)S1
CHEMBL3656182,COC1CCC2(CC1)Oc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)O1
CHEMBL3975662,C[C@@]1(c2cc(Nc3ccon3)ccc2F)COCC(N)=N1
CHEMBL1258121,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cn(CC(C)(C)C)nn2)CC1
CHEMBL3673226,COC1CCC2(CC1)Oc1ccc(C#CC3CC3)cc1C21N=C(N)c2ccccc21
CHEMBL1163263,Cc1cc(O)c2c(C)c(CC(=O)N[C@H](CCCNC(N)=O)C(=O)O)c(=O)oc2c1
CHEMBL2322540,NCc1ccc(CNC(=O)Cc2ccc(-c3c(F)c(F)c(F)c(F)c3F)cc2)cc1
CHEMBL1164642,C[C@H](NC(=O)c1cc(OCC(=O)NCCCCCN)cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccccc1
CHEMBL1164397,O=C(O)c1cccc(-c2ccc(/C=N/Nc3nc(Nc4ccccc4)nc(N4CCCCC4)n3)o2)c1
CHEMBL1163658,Oc1c(I)cc(I)cc1/C=N/Nc1nc(NCc2ccccc2)nc(N2CCOCC2)n1
CHEMBL1165356,CC1CCCCN1CCNC(=O)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCOCC3)cc12
CHEMBL1165549,CCCc1cc(=O)oc2c(C)c(OCC(=O)NCC(=O)NCC(=O)O)ccc12
CHEMBL2314781,CC(C)(C)OC(=O)N1CCN(c2cccc3c2NC(=O)[C@@H](c2ccccc2)N=C3c2ccccc2)CC1
CHEMBL4871044,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CC/C=C(\C)CC[C@H](O)C(C)(C)O
CHEMBL4206426,C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@@H]3C(=O)[C@@H](O)[C@]2(C)[C@@H](C(=O)OC)[C@]1(C)C(=O)[C@](C)(O)C(=O)OC
CHEMBL4533100,C=C(CC/C=C(\C)CC/C=C(\C)C(=O)O)C(O)CC/C(C)=C/Cc1cc(C(=O)O)ccc1O
CHEMBL3236228,Cc1ccccc1-c1ccc2[nH]cc(C(=O)NC3CCCCC3)c(=O)c2c1
CHEMBL1933455,COc1cc(OC)cc(-c2ccc(Cc3cn(Cc4ccc(F)cc4)c(N)n3)cc2)c1
CHEMBL2443370,CC1=C(C(=O)Nc2nc(C)cs2)C(c2ccco2)C(C(=O)Nc2nc(C)cs2)=C(C)N1
CHEMBL5280671,COc1cc(O)cc(-c2cc3ccc(O)c(C/C=C(\C)CCC=C(C)C)c3o2)c1CC=C(C)C
CHEMBL222274,Cc1c(O)cc2oc3c(c(=O)c2c1O)-c1ccc(O)cc1OC3O
CHEMBL1092147,C[C@@H](NC(=O)c1cc(-c2n[nH]c([C@](C)(N)Cc3ccccc3)n2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL1909684,O=C(c1ccc(Cl)cc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccccc1
CHEMBL1952317,CSc1cccc2c(O)c(C(=O)Nc3ccc(N(CCO)CCO)cc3)cnc12
CHEMBL168938,COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2
CHEMBL1097058,CC(C)[C@@H]1CCC(=O)N(C2CCOCC2)CCc2cccc(c2)Oc2ccc3c(c2)CN1C(N)=N3
CHEMBL2380446,COc1cccc(-c2cccc(C3(C)N=C(N)CCS3)c2)c1
CHEMBL1241578,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21
CHEMBL3642639,CC1(c2cccc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1
CHEMBL2408740,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CS(=O)(=O)Cc2ccc(C(C)C)cc21
CHEMBL2403775,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)c2ccccc2O1
CHEMBL4078427,Fc1ccc2nc(-c3cccc(-c4cnc(-c5c[nH]c6cc(OC(F)(F)F)ccc56)[nH]4)c3)[nH]c2c1
CHEMBL296166,COC(=O)[C@@H]1CC(NC(=O)[C@H](NC(=O)C[C@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)C(O)c2ccccc2-c2ccccc2)C(C)C)C[C@H](C(=O)OC)C1
CHEMBL1163020,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCc2nc(C)ncc2C1
CHEMBL4636286,CCCCNC(=O)[C@@H]1C[C@H]1[C@]12CN(c3ncccn3)C[C@H]1CSC(N)=N2
CHEMBL589369,Cc1cc2cc(n1)OCCCCOc1cccc(c1)C[C@@H]([C@H](O)CNCc1cccc(C(C)C)c1)NC2=O
CHEMBL3913436,CCOCc1ccc2c(c1)C1(N=C(SCC)N(C)C1=O)C1(CCC(OC)CC1)C2
CHEMBL3952727,Cc1cc(Cl)cnc1C(=S)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1
CHEMBL4852444,CC#C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCOC(N)=N1
CHEMBL4635770,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)CCOC[C@H]2CC1(F)F
CHEMBL4452318,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)c(C)c1
CHEMBL4460912,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(C(F)F)S1
CHEMBL3923394,[C-]#[N+]c1cnc(C(=O)Nc2cc([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c(=O)n(C)c2)c(C)c1
CHEMBL2180014,CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1
CHEMBL3707004,CCN1CCN2CCS(=O)(=O)N(C)c3cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CC4)cc1c32
CHEMBL3670386,C[C@@]1(c2nc(NC(=O)c3nc4ccn(CC(F)F)c4nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1
CHEMBL3695732,Cc1ccc(-c2cc(F)c3c(c2)[C@]2(N=C(N)N(C)C2=O)c2cc(-c4cccc(Cl)c4)ccc2O3)cc1
CHEMBL3670330,C=C1C[C@@](C)(c2cc(NC(=O)c3cnc(OC)cn3)cnc2Cl)N=C(N)S1
CHEMBL2152919,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)O3)c1
CHEMBL3897241,NC1=N[C@@](c2cc(Nc3nccn4c(Br)cnc34)ccc2F)(C(F)F)COC1
CHEMBL3645165,CC1(c2cc(Cl)cc(NC(=O)c3ccco3)c2)CCSC(N)=N1
CHEMBL4291981,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(Cl)cc12
CHEMBL4526395,COc1cnc(C(=O)Nc2ccnc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1
CHEMBL1097345,CCNc1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CCN2)cc(N2CCCCS2(=O)=O)c1
CHEMBL2403766,CN1CC[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C1N
CHEMBL4780232,Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(O)c1
CHEMBL4091480,Cc1ccc(NCc2cc([C@]3(C)CCSC(N)=N3)c(F)cc2F)nc1
CHEMBL3968738,C[C@@]1(c2cc(Nc3ccccc3OCC(F)(F)F)ccc2F)COCC(N)=N1
CHEMBL3982593,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CSCC(N)=N1
CHEMBL3980775,COc1cccnc1Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1
CHEMBL3653339,CC1(c2cccc(NC(=O)c3ccco3)c2)COCC(N)=N1
CHEMBL1917916,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](S(=O)(=O)c3ccccc3)CN2)C1=O
CHEMBL4757415,O=[N+]([O-])c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4204215,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cccs2)CO1
CHEMBL1097354,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)C3CC3)CCN2)c1
CHEMBL3357668,C[C@]12CCCO[C@@H]1[C@]1(CSC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2
CHEMBL3967607,Cc1cccnc1Nc1ccc2c(c1)[C@@]1(CCOC(N)=N1)c1cc(Cl)nc(F)c1O2
CHEMBL2047909,CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(-c4ccco4)c3)[C@@H]2O)c1
CHEMBL3673207,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N2CCON=C21
CHEMBL3693247,CC#Cc1cncc(-c2cc(C3(CF)N=C(N)OC4CC43)c(F)cc2CO)c1
CHEMBL3924137,NC1=N[C@](CF)(c2cc(-c3cncc(-c4nnco4)c3)ccc2F)C[C@@H](C(F)(F)F)O1
CHEMBL500034,CC1(C)O[C@@H]1COc1c2occc2cc2ccc(=O)oc12
CHEMBL3642606,CC1(c2cccc(/C=C/C(=O)Nc3ccc(Cl)cn3)c2)CCSC(N)=N1
CHEMBL3907751,Cc1cccc(C2CC(c3ccccc3)CCN2C(=O)[C@@H]2CNC[C@]23CCCc2nc(Cl)ccc23)c1
CHEMBL2151140,CN1C(=N)N[C@](C)(c2csc(-c3cccc(C#N)c3)c2)CC1=O
CHEMBL3943795,C[C@@]1(c2cc(Nc3ncnc4cc(C(F)(F)F)cnc34)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1
CHEMBL3955763,CN1C(=O)C2(NC1N)c1cc(OCC3CC3)ccc1OC21CCc2ccccc2CC1
CHEMBL5279449,Cn1c(N)nc(Cc2ccc3ccccc3c2)cc1=O
CHEMBL3905256,C[C@@]1(c2cc(Nc3nc4cc(Cl)ccc4o3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1
CHEMBL3642621,CCOC(=O)/C(F)=C/c1cccc(C2(C)CCSC(N)=N2)c1
CHEMBL494015,COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2c[nH]c(N)n2)cc1
CHEMBL3955419,CC1(c2cccc(C=CC(=O)Nc3ccc(Cl)cc3)c2)CCSC(=N)N1
CHEMBL252191,N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccc(NC(=O)c2ccc(Br)cc2)cc1
CHEMBL3693249,CC#Cc1cnn(-c2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c1
CHEMBL3677208,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc2ccn(Cc3ccccc3)c2c1
CHEMBL5274016,COc1ccccc1NCC1CCN(Cc2ccccc2)CC1
CHEMBL2333941,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1
CHEMBL5187186,C[C@@]1(c2cc(-c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=N1
CHEMBL448592,CCn1ncc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21
CHEMBL3653354,Cc1ccn(-c2cnc(C(=O)Nc3cccc(C4(C)COCC(N)=N4)c3)cn2)n1
CHEMBL3642608,CC1(c2cccc(/C=C/c3ccc(Cl)cn3)c2)CCSC(N)=N1
CHEMBL2349489,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CCSC(N)=N2)C1
CHEMBL3693242,NC1=N[C@@](c2cc(-c3nc4ccc(Cl)cc4o3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1
CHEMBL220826,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccc1
CHEMBL500555,CCn1cnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21
CHEMBL1221924,c1cnc2ncc(-c3ccncc3)n2c1
CHEMBL1164333,CC(C)C(NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)C(=O)O
CHEMBL2346793,Cc1nnc(C(Cc2ccccc2)NC2=NC(C)(C)Cc3cc(Cl)ccc32)o1
CHEMBL5272851,Nc1nc2c(nc(Cc3ccccc3[N+](=O)[O-])n2-c2ccccc2)c(=O)[nH]1
CHEMBL4170012,Oc1ccc(/C=N/CCn2ccc3cccnc32)c(O)c1
CHEMBL1163704,Clc1ccc(/C=N/Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1Cl
CHEMBL1165280,CCc1ccc(N2C(=O)Nc3ccc(Br)cc3C2(O)C(=O)NCC(C)CN2CCC(C)CC2)cc1
CHEMBL1165815,CN(C)CCNC(=O)c1c[nH]c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2c1=O
CHEMBL2159662,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCC[n+]2cccc3ccccc32)cc1.[Br-]
CHEMBL4516189,O=C(CN1CCC(C(c2ccccc2)c2ccccc2)CC1)NC1CCN(Cc2ccccc2)C1
CHEMBL4546115,COc1ccc2c(c1)[C@@H](O)[C@@]1(CCN(C(=O)CCc3cc4ccccc4nc3N)C1)C2
CHEMBL3703244,NC1=NC2(c3cc(Br)ccc3OCC23CC3)c2cccc(F)c21
CHEMBL2380459,COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1
CHEMBL2322537,CC(C)C(C(=O)NCc1ccc(CN)cc1)c1ccc(-c2ccccc2)cc1
CHEMBL5189604,Cn1c(N/N=C/c2ccc(O)cc2O)nc2ccccc2c1=O
CHEMBL1163547,C=CN(C=C)C(=O)c1cc(OCC(=O)NCCCCCN)cc(C(=O)N[C@H](C)c2ccccc2)c1
CHEMBL3752684,NC1=NC(c2ccc(F)cc2)NC(=O)N1
CHEMBL2380453,C[C@]1(c2cccc(-c3cncc(F)c3)c2)N=C(N)[C@H]2CCCCN21
CHEMBL471187,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1
CHEMBL4576721,C/C(=C\CC/C(C)=C/CCC1(C)C=Cc2cc(C(=O)O)ccc2O1)CC/C=C(\C)C(=O)O
CHEMBL4847749,COC(=O)c1c(C)cc(O)c(C/C=C(\C)CCCC2=C/C(=C\C(C)(C)O)OC2=O)c1O
CHEMBL2059626,Oc1ccc(SCC(O)COc2ccc(Cc3ccccc3)cc2)cc1
CHEMBL2380443,COc1cccc(-c2cccc(C3(C)N=C(N)CCO3)c2)c1
CHEMBL1257893,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2nc(CC(C)(C)C)cs2)CC1
CHEMBL4108851,NC1=N[C@]2(COCC1)c1cc(Br)ccc1Oc1cnc(Cl)cc12
CHEMBL2059104,OC(Cn1c2ccccc2c2ccccc21)C(O)Cn1c2ccccc2c2ccccc21
CHEMBL1278188,O=S(=O)(c1ccccc1)N(CCc1ccccc1)C[C@@H](O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1
CHEMBL1645526,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)NCC(O)C(=O)O
CHEMBL3984830,Cn1nc(Nc2cccc(C3(C)COCC(N)=N3)c2)c2ccc(Br)cc21
CHEMBL1080086,O=C(CN1C(=O)/C(=N\NC(=O)c2cc([N+](=O)[O-])ccc2O)c2ccccc21)NC1CCCCC1
CHEMBL1258686,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)no2)CCCCC1
CHEMBL2380447,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1
CHEMBL2380456,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1
CHEMBL3677213,N[C@H](Cc1ccccc1)C(=O)Nc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)cc1
CHEMBL4169090,COC(=O)c1cc(C)c2c(n1)sc1ccc(OC)cc12
CHEMBL206665,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cc2NC(=O)c2cc(=O)c3ccccc3o2)CC1
CHEMBL1270883,CCOC(=O)CSc1nc2ccc(Nc3nc(N4CCCC4)nc(N4CCCC4)n3)cc2s1
CHEMBL205241,COc1ccc2c(CC(=O)Nc3cc(Br)ccc3N3CCNCC3)cc(=O)oc2c1.O=C(O)C(F)(F)F
CHEMBL3677221,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccccc1C(F)(F)F
CHEMBL3670316,NC1=NC(c2cccc(F)c2)(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)CS1
CHEMBL200617,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CCCCCN(C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](C)C(=O)N1)C(=O)NCc1ccncc1
CHEMBL5276750,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(CO3)N=C(N)C[C@H]2C(F)(F)F)c1
CHEMBL190644,CCOCCCNC(=O)c1cc(NC(=O)Nc2cccc(Cl)c2)ccc1N(C)C
CHEMBL219601,C[C@@H](NC(=O)c1cc(-c2nnc([C@](C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
CHEMBL4107763,CN(C)/N=C(/C[C@](CF)(N[S@+]([O-])C(C)(C)C)c1cccc(F)c1F)C(F)(F)F
CHEMBL5219239,CC1CCCCN1CCCNC(=O)c1cc(NC(=O)OC(C)(C)C)ccc1O
CHEMBL4459963,COc1ncc(C(=O)NC2CC2)c2c1C[C@]1(c3ccc(F)cc3F)N=C(N)SC[C@@H]1C2
CHEMBL3688783,COc1cnc2c(Nc3ccc(Cl)c([C@@]4(CF)N=C(N)O[C@@H]5C[C@@H]54)c3)nccc2n1
CHEMBL4280656,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(Cl)ncc2O3)c1
