molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled,ROMol
CHEMBL3670355,39.0,nM,C[C@@]1(c2cccc(NC(=O)c3ccc(C#N)cn3)n2)CO[C@@](C)(C(F)(F)F)C(N)=N1,7.4089353929735005,418.13650844400007,7,2,2.5241799999999994,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e200>
CHEMBL3688775,39.1,nM,N#Cc1cnc2c(Nc3ccc(F)c([C@@]4(C(F)F)N=C(N)O[C@@H]5C[C@@H]54)c3)ncc(F)c2c1,7.407823242604133,442.116521948,7,2,3.717080000000002,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e270>
CHEMBL3688813,39.1,nM,N#Cc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(CO)c1,7.407823242604133,429.100395304,7,3,2.24948,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e2e0>
CHEMBL3642600,39.4,nM,CC1(c2cc(Br)cc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,7.404503778174426,437.991671912,5,2,4.4166000000000025,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e350>
CHEMBL3683878,39.5,nM,N#Cc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,7.403402904373539,433.050858268,6,2,3.4105800000000013,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e3c0>
CHEMBL3936827,39.8,nM,COCC(C)N1C(=O)[C@@]2(N=C1N)c1cc(CCC3CC3)ccc1CC21CCC(OC)CC1,7.400116927926312,439.283492044,5,1,3.5478000000000023,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e430>
CHEMBL3971949,39.9,nM,COC1CCC2(CC1)Cc1ccc(-c3cnc(C4CC4)s3)cc1C21N=C(N)N(C)C1=O,7.399027104313252,436.19329713600007,6,1,3.801000000000002,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e4a0>
CHEMBL585289,40.0,nM,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C(F)(F)F,7.397940008672037,440.146010508,5,1,3.806300000000002,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e510>
CHEMBL3640245,40.0,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3=O)c2)cn1,7.397940008672037,389.095788592,8,2,1.7223999999999997,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e580>
CHEMBL403429,40.0,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1,7.397940008672037,568.26612564,5,4,4.755800000000003,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e5f0>
CHEMBL1824135,40.0,nM,CCn1cc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,7.397940008672037,379.155686416,7,1,1.5293999999999996,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e660>
CHEMBL254272,40.0,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccco2)[C@H](O)CNCc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1,7.397940008672037,570.251205936,8,4,3.141800000000001,True,<rdkit.Chem.rdchem.Mol object at 0x79437210e6d0>
