molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL3969403,0.0002,nM,CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS1(=O)=O,12.69897000433602,429.12708871999996,7,2,2.12408,True
CHEMBL3937515,0.0009,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,12.045757490560677,435.13765340400005,8,2,1.656,True
CHEMBL3949213,0.001,nM,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)C2(CCCC2)C(N)=N1,12.0,455.14273878399996,7,2,2.6582800000000004,True
CHEMBL3955051,0.0018,nM,CC1(C)C(N)=N[C@](C)(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)CS1(=O)=O,11.744727494896694,455.12389515999996,7,2,2.585000000000001,True
CHEMBL3936264,0.0057,nM,C[C@@]1(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CS(=O)(=O)CC(N)=N1,11.244125144327509,442.09226068400005,7,2,2.0752,True
CHEMBL3958332,0.0061,nM,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS(=O)(=O)CC(N)=N1,11.214670164989233,410.06156727200005,6,2,2.1271999999999998,True
CHEMBL3930841,0.0082,nM,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CS(=O)(=O)CC(N)=N1,11.086186147616283,401.09578859199996,7,2,1.3454800000000002,True
CHEMBL3982593,0.011,nM,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CSCC(N)=N1,10.958607314841776,369.105959352,6,2,2.6638800000000007,True
CHEMBL4088234,0.024,nM,C[C@@H]1C[C@@](C)(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)N=C(N)S1,10.619788758288394,393.12980974000004,4,2,4.204600000000003,True
CHEMBL4212046,0.033,nM,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)n1,10.481486060122112,419.1085815320002,9,2,2.4808,True
CHEMBL4217023,0.034,nM,COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cc1,10.468521082957745,418.1133325640001,8,2,3.0858000000000008,True
CHEMBL4561849,0.09,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C(C)(C)[S@@]3(=O)=NCC[C@@H]23)c1,10.045757490560677,468.17437326000004,7,2,3.258000000000002,True
CHEMBL3680900,0.1,nM,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OC[C@]3(C)F)c2)cn1,10.0,429.1612459720001,7,2,2.5584000000000007,True
CHEMBL4203860,0.11,nM,COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)c1,9.958607314841776,418.11333256400013,8,2,3.0858000000000008,True
CHEMBL2047041,0.15,nM,CC(C)c1cccc(CNC[C@@H](O)[C@@H]2COC/C=C/C[C@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,9.82390874094432,648.2981561280001,7,4,3.9025000000000016,True
CHEMBL2177305,0.15,nM,CCn1cc([C@]2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,9.82390874094432,515.152430876,6,2,4.627220000000003,True
CHEMBL4564324,0.157,nM,CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4ccc(C#N)cn4)ccc3F)N=C(N)SC[C@H]12,9.804100347590769,461.11333047600004,7,2,3.271680000000001,True
CHEMBL3394218,0.2,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=COCCC2)nc1F,9.69897000433602,448.13469687599996,7,1,4.267300000000003,True
CHEMBL3741617,0.2,nM,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[S@@]4(=O)=NCCCCN4C(N)=N3)c2)cn1,9.69897000433602,499.1801869120001,8,2,2.2924000000000007,True
CHEMBL3394227,0.2,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CC[C@@H](F)C2)nc1F,9.69897000433602,453.141259476,7,1,3.664200000000003,True
CHEMBL3394226,0.2,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCC(F)(F)C2)nc1F,9.69897000433602,471.13183766400005,7,1,3.961400000000003,True
CHEMBL4588608,0.2,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS3(=O)=NCCCCC3(C)C(N)=N2)c1,9.69897000433602,482.19002332400004,7,2,3.649700000000002,True
CHEMBL3260839,0.2,nM,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,9.69897000433602,487.125609412,6,1,4.363900000000002,True
CHEMBL3695737,0.2,nM,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(-c3ccnc(F)c3)cc12,9.69897000433602,487.125609412,6,1,4.363900000000002,True
CHEMBL3349234,0.2,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)C2(CCC(OC)CC2)C3)c1,9.69897000433602,412.22631151599995,5,1,4.236000000000003,True
CHEMBL4437161,0.2,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(CF)C[C@H]43)c2)cn1,9.69897000433602,461.1133304760001,7,2,3.024000000000002,True
CHEMBL4577527,0.2,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,9.69897000433602,479.10390866400013,7,2,3.319600000000001,True
CHEMBL3394224,0.3,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCOCC2)nc1F,9.522878745280336,451.145595908,8,1,2.9526000000000012,True
CHEMBL3394216,0.3,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccc(F)nc2)nc1F,9.522878745280336,461.109959348,7,1,4.317100000000002,True
CHEMBL3394211,0.3,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2cccnc2)nc1F,9.522878745280336,443.11938116000005,7,1,4.178000000000003,True
CHEMBL3394228,0.3,nM,Cc1cc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)on1,9.522878745280336,447.1142957800001,8,1,4.079420000000003,True
CHEMBL3394225,0.3,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(N2CCC(F)(F)CC2)nc1F,9.522878745280336,485.14748772800004,7,1,4.351500000000003,True
CHEMBL3695734,0.3,nM,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(Cl)c3)ccc1Oc1c(F)cc(C3=CCOCC3)cc12,9.522878745280336,489.12554743199996,5,1,5.085800000000003,True
CHEMBL3677271,0.3,nM,NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(-c4ccnc(F)c4)cc32)c2nccn21,9.522878745280336,496.1259437600001,7,1,4.998400000000003,True
CHEMBL4472708,0.3,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(=O)N(C)C)C[C@H]43)c2)cn1,9.522878745280336,500.1442160040001,8,2,2.1427000000000005,True
CHEMBL3394221,0.3,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCOCC2)nc1F,9.522878745280336,448.13469687599996,7,1,3.9197000000000033,True
CHEMBL3260838,0.3,nM,CN1C(=O)C2(N=C1N)c1cc(-c3cccnc3)ccc1Oc1ccc(-c3cccnc3)cc12,9.522878745280336,433.15387484800004,6,1,3.946600000000002,True
CHEMBL3394220,0.3,nM,NC1=N[C@@]2(CO1)c1cc(-c3ncccc3F)ccc1Oc1c2cc(C2=CCCOC2)nc1F,9.522878745280336,448.13469687599996,7,1,3.9197000000000033,True
CHEMBL4284110,0.31,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCOCC4)ncc2O3)c1,9.508638306165729,450.16919056399996,7,1,4.012900000000002,True
CHEMBL573106,0.32,nM,CO[C@H](C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,9.494850021680094,851.337555652,9,5,4.252200000000004,True
CHEMBL3667414,0.358,nM,[C-]#[N+]c1ccc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,9.446116973356126,492.1292346360001,8,2,3.346090000000001,True
CHEMBL2177303,0.38,nM,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,9.42021640338319,494.19181782800007,5,1,4.899020000000003,True
CHEMBL4473955,0.385,nM,CC(F)(F)[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(-n5cncn5)cn4)ccc3F)N=C(N)SC[C@H]12,9.4145392704915,504.1303775080001,10,2,2.3757,True
CHEMBL4453037,0.391,nM,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@H]2[C@@H]1OCC2(F)F,9.407823242604133,431.120524032,7,2,2.307480000000001,True
CHEMBL3680889,0.4,nM,C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(C#N)cn2)ccc1F,9.397940008672036,385.13503122400004,6,2,2.6329800000000008,True
CHEMBL3677275,0.4,nM,Cc1ccc(-c2cc(F)c3c(c2)[C@@]2(N=C(N)n4ccnc42)c2cc(-c4cccnc4F)ccc2O3)cc1,9.397940008672036,491.155766668,6,1,5.772720000000004,True
CHEMBL3970753,0.4,nM,COc1ccc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,9.397940008672036,546.12856594,9,2,4.878600000000003,True
CHEMBL3394212,0.4,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccncc2)nc1F,9.397940008672036,443.11938116000005,7,1,4.178000000000002,True
CHEMBL3680854,0.4,nM,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OC[C@@H]1F,9.397940008672036,380.0851598400001,5,2,3.0246000000000004,True
CHEMBL3394213,0.4,nM,Cc1ccc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)cn1,9.397940008672036,457.1350312240001,7,1,4.486420000000004,True
CHEMBL3394217,0.4,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,9.397940008672036,461.109959348,7,1,4.317100000000002,True
CHEMBL3677273,0.4,nM,NC1=N[C@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(C4=CCCOC4)cc32)c2nccn21,9.397940008672036,483.15068128800004,7,1,4.6010000000000035,True
CHEMBL3968517,0.4,nM,CC#CCOc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,9.397940008672036,508.10620895600005,9,2,3.402800000000001,True
CHEMBL5093088,0.4,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)CC43)c2)cn1,9.397940008672036,473.1333169720001,8,2,2.7009000000000007,True
CHEMBL4475533,0.4,nM,CNC(=O)[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,9.397940008672036,465.0837799360001,6,3,3.046900000000001,True
CHEMBL3354715,0.4,nM,CC1(COc2cc(F)c3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4F)ccc2O3)COC1,9.397940008672036,465.150012592,7,1,4.136300000000002,True
CHEMBL4560579,0.4,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1,9.397940008672036,473.1333169720001,8,2,2.7009000000000007,True
CHEMBL4473740,0.4,nM,CN(C)C(=O)[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,9.397940008672036,479.0994300000001,6,2,3.389100000000001,True
CHEMBL3394219,0.4,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCCCO2)nc1F,9.397940008672036,448.13469687599996,7,1,4.267300000000003,True
CHEMBL4287483,0.43,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(-c4ccnc(F)c4)ncc2O3)c1,9.366531544420411,463.144453036,7,1,4.410300000000002,True
CHEMBL3667412,0.45,nM,[C-]#[N+]c1ccc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)nc1,9.346787486224656,474.1386564480001,8,2,3.2069900000000002,True
CHEMBL4276834,0.46,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)c1,9.337242168318426,450.16919056399996,7,1,4.012900000000002,True
CHEMBL5269238,0.479,nM,COc1cc(/C=C/c2nnc(-c3ccc(F)cc3)o2)ccc1O,9.319664486585436,312.091020496,5,1,3.760300000000002,True
CHEMBL3667409,0.482,nM,NC1=N[C@@]2(c3cccc(NC(=O)c4cnc(CO)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,9.31695296176115,480.1492211320001,10,3,1.5435,True
CHEMBL4446406,0.482,nM,COc1cnc(C(=O)Nc2cccc([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,9.31695296176115,480.14922113200015,10,2,2.0597999999999996,True
CHEMBL2152911,0.5,nM,CC(C)(C)COc1cc(F)c2c(c1)[C@]1(COCCC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,9.30102999566398,479.2020481640001,6,1,5.5785000000000045,True
CHEMBL2152910,0.5,nM,NC1=N[C@@]2(COCC1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccnc(F)c3)cc12,9.30102999566398,471.15068128800004,7,1,4.6106000000000025,True
CHEMBL3354710,0.5,nM,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3c(F)ccnc3F)ccc1O2,9.30102999566398,451.170748036,6,1,5.145900000000004,True
CHEMBL3394051,0.5,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CC[C@@H](F)C3)cc12,9.30102999566398,435.15068128800004,7,1,3.525100000000002,True
CHEMBL3394041,0.5,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3=CCCOC3)cc12,9.30102999566398,430.144118688,7,1,3.7806000000000024,True
CHEMBL3667410,0.554,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,9.25649023527157,485.12456385600007,8,2,2.934400000000002,True
CHEMBL3667411,0.569,nM,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(CO)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,9.244887733604928,498.13979932000007,10,3,1.6826,True
CHEMBL4286331,0.57,nM,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3CCOCC3)cc12,9.244125144327509,491.13603186399996,8,2,3.970500000000003,True
CHEMBL4290822,0.58,nM,NC1=N[C@@]2(CO1)c1cc(-c3cncc(C#CCO)c3)ccc1Oc1cnc(C3=CCOCC3)cc12,9.236572006437065,466.16410518399994,8,2,2.9853000000000014,True
CHEMBL4740873,0.59,nM,CN=[S@@]1(=O)C[C@@](C)(c2cc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)N1CC(F)(F)F,9.229147988357855,511.1413567920001,7,2,3.0737000000000005,True
CHEMBL4109073,0.6,nM,NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc([N+]4=CCOCC4)cc32)c2nccn21,9.221848749616356,485.15320670809007,7,1,3.542300000000002,True
CHEMBL4468455,0.6,nM,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(C(N)=O)C[C@H]21,9.221848749616356,451.0681298720001,6,3,2.7862,True
CHEMBL3680855,0.6,nM,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OC[C@@H]1F,9.221848749616356,414.046187488,5,2,3.678000000000001,True
CHEMBL3695751,0.6,nM,CN1C(=O)C[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CC(C)(C)OCC2)nc1F,9.221848749616356,517.1925461,7,1,4.530200000000003,True
CHEMBL4217620,0.6,nM,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@@H](OC)CC2)C3)c1,9.221848749616356,412.22631151599995,5,1,4.236000000000003,True
CHEMBL3955960,0.6,nM,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)nc1,9.221848749616356,525.1360938440001,9,2,4.025080000000002,True
CHEMBL3945386,0.6,nM,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cs1,9.221848749616356,520.1129158760001,9,2,4.523320000000003,True
CHEMBL3949245,0.6,nM,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(Cl)cn3)ccc1Oc1c2cc(-c2cncc(F)c2)nc1F,9.221848749616356,535.097121492,9,2,4.201800000000002,True
CHEMBL3959106,0.6,nM,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)nc1,9.221848749616356,525.1360938440001,9,2,4.025080000000002,True
CHEMBL3394049,0.6,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CCC(F)(F)C3)cc12,9.221848749616356,453.141259476,7,1,3.822300000000002,True
CHEMBL3968202,0.6,nM,COC1CCC2(CC1)Cc1ccc(-c3ccc(F)c(Cl)c3)cc1C21N=C(N)N(C)C1=O,9.221848749616356,441.16193294000004,4,1,4.259600000000003,True
CHEMBL4578357,0.6,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)C(C)(C)[S@@]3(=O)=NCC[C@@H]23)n1,9.221848749616356,469.16962222800004,8,2,2.6530000000000014,True
CHEMBL3667408,0.61,nM,NC1=N[C@@]2(c3cccc(NC(=O)c4ccc(F)cn4)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,9.214670164989233,467.1339856680001,8,2,2.795300000000001,True
CHEMBL4452566,0.615,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,9.211124884224583,498.1397993200001,10,2,2.1989,True
CHEMBL4439134,0.615,nM,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OCC12CC(F)(F)C2,9.211124884224583,429.141259476,6,2,3.3202800000000012,True
CHEMBL4294221,0.62,nM,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12,9.207608310501746,489.12038179999996,8,2,3.880200000000003,True
CHEMBL5286535,0.624,nM,COc1cc(/C=C/c2nnc(-c3ccc(F)cc3F)o2)ccc1O,9.204815410317575,330.08159868399997,5,1,3.899400000000002,True
CHEMBL5266033,0.628,nM,COc1cc(/C=C/c2nnc(-c3ccc(Cl)cc3)o2)ccc1O,9.202040356262804,328.061469956,5,1,4.274600000000003,True
CHEMBL4215837,0.64,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,9.193820026016112,428.090072256,9,2,2.668800000000001,True
CHEMBL4454250,0.64,nM,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)S[C@H]4C[C@H]43)c2)cn1,9.193820026016112,447.0976804120001,7,2,2.6339000000000006,True
CHEMBL1821820,0.65,nM,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCCC(C)(C)C)cc2c1,9.187086643357144,403.262362676,3,2,5.523420000000004,True
CHEMBL3805852,0.7,nM,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)cn1,9.154901959985745,488.1442160040001,9,2,4.028640000000002,True
CHEMBL3677276,0.7,nM,NC1=N[C@@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc(N4CCOCC4)cc32)c2nccn21,9.154901959985745,486.16158032000004,8,1,3.6339000000000024,True
CHEMBL3394039,0.7,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3=CCOCC3)cc12,9.154901959985745,430.144118688,7,1,3.7806000000000033,True
CHEMBL3394210,0.7,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccccc2)nc1F,9.154901959985745,442.124132192,6,1,4.783000000000003,True
CHEMBL3394223,0.7,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2CCOCC2)nc1F,9.154901959985745,450.15034693999996,7,1,4.0100000000000025,True
CHEMBL1821728,0.7,nM,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)N[C@@H]3CCOC(C)(C)C3)cc2c1,9.154901959985745,431.257277296,4,2,5.044820000000004,True
CHEMBL3806322,0.7,nM,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S1,9.154901959985745,491.0994300000001,7,2,5.278440000000003,True
CHEMBL403195,0.7,nM,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)c1,9.154901959985745,607.2857777879999,6,3,4.035720000000003,True
CHEMBL4109723,0.7,nM,NC1=N[C@]2(c3cc(-c4cccnc4F)ccc3Oc3c(F)cc([N+]4=CCC(F)(F)CC4)cc32)c2nccn21,9.154901959985745,519.1550985280901,6,1,4.941200000000004,True
CHEMBL2031143,0.7,nM,CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@H](C)C2)Oc2ncc(CC(C)(C)C)cc21,9.154901959985745,515.295948548,5,3,4.638600000000004,True
CHEMBL3695752,0.7,nM,CN1C(=O)C[C@]2(N=C1N)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCOC(C)(C)C2)nc1F,9.154901959985745,517.1925461,7,1,4.530200000000003,True
CHEMBL2031142,0.7,nM,CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@@H](C)C2)Oc2ncc(CC(C)(C)C)cc21,9.154901959985745,515.295948548,5,3,4.638600000000004,True
CHEMBL4456778,0.7,nM,C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)nc1,9.154901959985745,472.1380680040001,7,2,3.305900000000002,True
CHEMBL3653702,0.7,nM,CC1=NC2(CC(C3CCCOC3)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,9.154901959985745,409.15570468800007,5,1,4.569200000000005,True
CHEMBL3893892,0.7,nM,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,9.154901959985745,483.13298053600005,7,2,3.1008000000000004,True
CHEMBL3394048,0.7,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CCC(F)(F)CC3)cc12,9.154901959985745,467.15690954,7,1,4.212400000000003,True
CHEMBL3974225,0.72,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)c(F)c(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,9.142667503568733,450.16226728800007,5,1,5.133780000000006,True
CHEMBL2152921,0.72,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)c(F)c(C#N)c3)cc1C21N=C(C)C(N)=N1,9.142667503568733,450.16226728800007,5,1,5.133780000000006,True
CHEMBL3667415,0.73,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ncc(F)cc4F)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,9.136677139879543,503.1151420440001,8,2,3.073500000000002,True
CHEMBL3667413,0.739,nM,NC1=N[C@@]2(c3cccc(NC(=O)c4ncc(F)cc4F)c3)CN(c3ncc(F)cn3)C[C@H]2CS1,9.131355561605174,485.12456385600007,8,2,2.934400000000002,True
CHEMBL3980947,0.74,nM,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCOCC4)nc(F)c2O3)nc1,9.130768280269024,512.1608313720001,9,2,3.6276800000000016,True
CHEMBL2177304,0.76,nM,CCn1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,9.119186407719209,425.190340608,4,1,4.088020000000003,True
CHEMBL4530208,0.76,nM,COc1ncc(CC2CCOCC2)c2c1C[C@]1(c3ccc(F)cc3F)N=C(N)SC[C@@H]1C2,9.119186407719209,459.17920454400013,6,1,4.009300000000002,True
CHEMBL3948791,0.8,nM,Cc1nc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cs1,9.096910013008056,520.1129158760001,9,2,4.523320000000003,True
CHEMBL3394214,0.8,nM,Cc1cc(-c2cc3c(c(F)n2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)ccn1,9.096910013008056,457.1350312240001,7,1,4.486420000000004,True
CHEMBL3901821,0.8,nM,COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(N)N(C)C1=O,9.096910013008056,448.16660372000007,5,1,3.992180000000004,True
CHEMBL4579155,0.8,nM,COC[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)cc(F)c1F)N=C(N)S2,9.096910013008056,517.1207016000001,8,2,3.6300000000000017,True
CHEMBL3354709,0.8,nM,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,9.096910013008056,433.180169848,6,1,5.006800000000004,True
