molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL3653499,18.0,nM,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,7.744727494896693,444.12208150400005,6,2,3.23062,True
CHEMBL2178715,18.0,nM,COc1cccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)n1,7.744727494896693,458.15249494400007,7,2,3.0184500000000014,True
CHEMBL4098403,18.0,nM,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,7.744727494896693,379.11415967600004,4,2,3.8161000000000014,True
CHEMBL3653481,18.0,nM,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(N)n1,7.744727494896693,454.15763781200013,9,3,1.3232,True
CHEMBL1923754,18.0,nM,Fc1ccc2nc(-c3cccc(-c4cn5ccc(F)cc5n4)c3)[nH]c2c1,7.744727494896693,346.10300282400004,3,1,4.822800000000003,True
CHEMBL3896202,18.0,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,7.744727494896693,448.072544468,5,2,3.9571000000000014,True
CHEMBL3906250,18.0,nM,NC1=N[C@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)ccc2F)C[C@@H](C(F)(F)F)O1,7.744727494896693,471.08852888,6,2,4.996600000000001,True
CHEMBL1210343,18.0,nM,COc1cccc(N(c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN[C@@H](C)C(=O)NC3CCCCC3)c2)S(C)(=O)=O)c1,7.744727494896693,636.2981561280001,7,4,3.9219000000000026,True
CHEMBL2408786,18.0,nM,CC#Cc1cncc(-c2ccc3c(c2)C2(C=C(F)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,7.744727494896693,415.205990672,4,1,4.671000000000004,True
CHEMBL3922075,18.0,nM,CC#CCOc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,7.744727494896693,457.12423159600013,9,2,2.8743,True
CHEMBL3653444,18.0,nM,NC1=N[C@@](c2cc(NC(=O)c3ncc(Br)cc3Cl)ccc2F)(C(F)F)COC1,7.744727494896693,475.986250096,5,2,3.7367000000000017,True
CHEMBL3908263,18.1,nM,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(Cc2ccc3nccnc3c2)C1=O,7.742321425130815,509.2790753600001,6,1,4.656300000000003,True
CHEMBL3931806,18.1,nM,COCC(C)N1C(=O)C2(N=C1N)c1cc(C#CC3CC3)ccc1CC21CCC(OC)CC1,7.742321425130815,435.25219191599996,5,1,2.9667000000000012,True
CHEMBL3897128,18.2,nM,CC(C)N1C(=O)C2(N=C1N)c1cc(-c3cncc(C(F)(F)F)c3)ccc1C[C@]21CC[C@@H](OC(N)F)CC1,7.739928612014925,519.225738048,6,2,4.241500000000003,True
CHEMBL1613299,18.3,nM,COc1ccc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC,7.73754891026957,368.173607248,4,1,3.194700000000002,True
CHEMBL4455013,18.3,nM,COc1ccc(CNC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC,7.73754891026957,382.189257312,4,1,2.8724000000000016,True
CHEMBL2177113,18.4,nM,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C3CC3)c2)c2cccc(F)c21,7.735182176990463,421.17027385999995,5,1,4.565900000000004,True
CHEMBL3688652,18.4,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(Cl)c([C@@]2(C(F)F)N=C(N)O[C@@H]3C[C@@H]32)c1,7.735182176990463,431.096058872,6,2,3.361200000000001,True
CHEMBL4175845,18.4,nM,C[C@]1(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)N=C(N)CO[C@@H]1F,7.735182176990463,389.109959348,6,2,2.3819800000000004,True
CHEMBL3683868,18.5,nM,NC1=N[C@@](c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)(C(F)F)[C@H]2C[C@H]2O1,7.732828271596986,472.015800636,5,2,3.5684000000000022,True
CHEMBL3394044,18.5,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc([C@@H]3CCCCO3)cc12,7.732828271596986,432.159768752,7,1,4.218500000000003,True
CHEMBL5266286,18.5,nM,COc1ccccc1NC(=O)C1CCN(C(=O)c2ccccc2)CC1,7.732828271596986,338.163042564,3,1,3.1861000000000015,True
CHEMBL3656141,18.7,nM,COC1CCC2(CC1)Cc1ccc(-c3cccc(C(F)(F)F)c3)cc1C21N=C(N)N(C)O1,7.7281583934635005,445.1977117320001,5,1,4.848400000000004,True
CHEMBL3945149,18.8,nM,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,7.72584215073632,456.072464216,7,2,3.2741800000000003,True
CHEMBL3688650,18.8,nM,NC1=N[C@](c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2Cl)(C(F)F)[C@@H]2C[C@@H]2O1,7.72584215073632,465.038242896,6,2,4.031100000000002,True
CHEMBL3656142,18.9,nM,CN1OC2(N=C1N)c1cc(-c3cc(Cl)cc(Cl)c3)ccc1CC21CCc2ccccc2CC1,7.723538195826756,477.13746778,4,1,6.126400000000005,True
CHEMBL4106900,18.9,nM,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1[C@]21N=C(N)N(Cc2ccccc2)C1=O,7.723538195826756,453.24162723200004,4,1,4.132000000000003,True
CHEMBL1915992,19.0,nM,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCCC)CN2)C1=O,7.721246399047171,599.3534634239999,5,3,4.550200000000004,True
CHEMBL3670302,19.0,nM,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC(=C(C)C)SC(N)=N3)c2)cn1,7.721246399047171,415.1478241640001,7,2,3.8373000000000017,True
CHEMBL2048213,19.0,nM,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1)c1cc(C(=O)N2COC[C@@H]2c2ccccc2)cc([N+](=O)[O-])c1,7.721246399047171,662.2237453000001,10,4,3.2868000000000013,True
CHEMBL2178145,19.0,nM,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(C(=O)c3ccccc3)C[C@H]2C1=O,7.721246399047171,455.141595912,5,2,3.250650000000002,True
CHEMBL1082548,19.0,nM,C[C@@H](NC(=O)c1cc(COC(=O)C(C)(N)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,7.721246399047171,541.204670344,6,2,3.7158000000000024,True
CHEMBL3948431,19.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccn(C(F)F)n3)cs2)CO1,7.721246399047171,428.090072256,9,2,2.668800000000001,True
CHEMBL500555,19.0,nM,CCn1cnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc3cccc(C(F)(F)F)c3)cc21,7.721246399047171,593.2613746080001,6,3,4.693600000000003,True
CHEMBL2386726,19.0,nM,C[C@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,7.721246399047171,438.063042404,7,2,2.9134,True
CHEMBL3672728,19.0,nM,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,7.721246399047171,426.24196157999995,5,1,4.626100000000004,True
CHEMBL3909571,19.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cnc3C)cc1C21N=C(C)C(N)=N1,7.721246399047171,422.1873391640001,5,1,4.826420000000005,True
CHEMBL3907801,19.0,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc4c(c3)OCO4)C[C@H]2CS1,7.721246399047171,404.10061987599994,6,1,3.728100000000003,True
CHEMBL3670318,19.0,nM,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C=CSC(N)=N1,7.721246399047171,401.0513369360001,6,2,3.7884800000000016,True
CHEMBL3127084,19.0,nM,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccnc3F)c(F)cc1O[C@H]1CCOC[C@@H]12,7.721246399047171,400.13469687599996,6,1,1.8062999999999998,True
CHEMBL3359754,19.0,nM,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1ncc(C3CCOCC3)cc12,7.721246399047171,432.159768752,7,1,3.8709000000000033,True
CHEMBL3908985,19.0,nM,NC1=N[C@](CO)(c2cc(Oc3cc(Br)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,7.721246399047171,463.015466288,6,2,3.6290000000000013,True
CHEMBL2349467,19.0,nM,CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,7.721246399047171,370.1196535280001,5,1,2.9451,True
CHEMBL3898955,19.0,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,7.721246399047171,510.012607076,5,2,4.205300000000001,True
CHEMBL3673202,19.0,nM,Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3cc(CNCC(F)(F)F)ccc3F)CO2)cn1,7.721246399047171,457.15594423600004,7,2,3.245700000000002,True
CHEMBL3923385,19.0,nM,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,7.721246399047171,482.033572116,5,2,4.8000000000000025,True
CHEMBL3934135,19.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3ccc(Cl)cn3)cs2)CO1,7.721246399047171,423.05904449599996,8,2,3.1256000000000013,True
CHEMBL2158257,19.0,nM,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CC(C)(C)Cc2nn(CC(C)C)cc21,7.721246399047171,426.29947645600004,5,3,3.2505000000000015,True
CHEMBL5268019,19.1,nM,COc1ccc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1,7.718966632752273,338.163042564,3,1,3.1861000000000015,True
CHEMBL3683849,19.1,nM,N#Cc1ccc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,7.718966632752273,417.0804088080001,6,2,3.052780000000001,True
CHEMBL3683911,19.2,nM,NC1=N[C@@](c2cc(NC(=O)c3cnc(OCc4nccs4)cn3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1,7.716698771296451,490.1034940640001,9,2,3.0973000000000015,True
CHEMBL3656143,19.3,nM,CN1OC2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1CC21CCc2ccccc2CC1,7.714442690992226,434.210661452,5,1,4.691280000000004,True
CHEMBL3973815,19.3,nM,COc1cc(F)c2c(c1)C1(CCSC(N)=N1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1O2,7.714442690992226,484.077217336,7,2,4.935900000000004,True
CHEMBL3936760,19.5,nM,COC1CCC2(CC1)Cc1ccc(-c3cncc(F)c3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,7.709965388637482,476.18353888800004,5,1,3.9337000000000026,True
CHEMBL3921844,19.6,nM,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(CCc2nccs2)C1=O,7.707743928643524,478.240247328,6,1,4.212100000000003,True
CHEMBL3683861,19.6,nM,NC1=N[C@@](c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)(C(F)F)[C@H]2C[C@H]2O1,7.707743928643524,428.06631621599996,5,2,3.4593000000000025,True
CHEMBL3897786,19.8,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(F)c3F)cc1[C@@]21N=C(C)C(N)=N1,7.703334809738469,409.1965688600001,4,1,4.747800000000004,True
CHEMBL523193,20.0,nM,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC4CC4)cc13)N(C)S(=O)(=O)CC2,7.698970004336019,510.2300765679999,6,3,2.4373000000000005,True
CHEMBL1824143,20.0,nM,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(CCC3CCCCC3)c2)N=C1N,7.698970004336019,443.24335854800006,7,1,3.3408000000000015,True
CHEMBL3903133,20.0,nM,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,7.698970004336019,439.106765788,5,2,4.043990000000003,True
CHEMBL1271246,20.0,nM,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CC3)c2)N=C1N,7.698970004336019,395.1445332880001,4,1,3.0798000000000005,True
CHEMBL1271245,20.0,nM,CC(C)C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.698970004336019,397.1601833520001,4,1,3.325800000000001,True
CHEMBL247415,20.0,nM,CCCC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(NCC2CC2C)nc(N(C)S(C)(=O)=O)c1,7.698970004336019,501.277361108,6,3,3.403900000000002,True
CHEMBL455237,20.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(Cc3ccccc3C#N)CCN2)c1,7.698970004336019,631.3333966759999,6,3,4.583100000000004,True
CHEMBL3261046,20.0,nM,C[C@@]1(c2cc(NC(=O)c3cnc(-n4cccn4)cn3)ccc2F)CCSC(N)=N1,7.698970004336019,411.12775741600007,8,2,2.7205000000000004,True
CHEMBL3640239,20.0,nM,Cc1nc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3(F)F)c2)co1,7.698970004336019,384.08678138,6,2,3.2864200000000015,True
CHEMBL1270628,20.0,nM,COC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.698970004336019,401.1550979720001,5,1,2.9779,True
CHEMBL3919193,20.0,nM,C[C@@]1(c2cc(NC(=O)c3ncc(Br)cc3F)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,7.698970004336019,510.01260707600005,5,2,4.394800000000002,True
CHEMBL1269920,20.0,nM,C[C@@H](O)C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.698970004336019,399.1394479080001,5,2,2.0505999999999998,True
CHEMBL3928397,20.0,nM,Cc1cc(C#N)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,7.698970004336019,467.138065916,6,2,3.792220000000002,True
CHEMBL567688,20.0,nM,COc1ccc(C2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,7.698970004336019,405.1601031,6,1,2.630020000000001,True
CHEMBL4128770,20.0,nM,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C(F)F)COCC(N)=N2)c1,7.698970004336019,421.11618760000005,6,2,2.6399999999999997,True
CHEMBL1270631,20.0,nM,Cc1cc([C@]2(c3ccc(F)c(C#CCF)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,7.698970004336019,419.125689664,4,1,3.0868200000000012,True
CHEMBL566011,20.0,nM,COc1ccc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C,7.698970004336019,404.1648541320001,5,1,3.2350200000000013,True
CHEMBL1271452,20.0,nM,COCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.698970004336019,413.1550979720001,5,1,2.7063000000000006,True
CHEMBL1824140,20.0,nM,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N,7.698970004336019,417.22770848400006,7,1,2.8066000000000004,True
CHEMBL568115,20.0,nM,CN1C(=O)[C@@](c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N,7.698970004336019,445.11618760000016,6,1,3.2116000000000016,True
CHEMBL3634126,20.0,nM,C[C@]1(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)N=C(N)CO[C@@]1(F)C(F)(F)F,7.698970004336019,449.06779343600004,6,2,3.352100000000001,True
CHEMBL1271346,20.0,nM,COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.698970004336019,399.1394479080001,5,1,2.3162000000000003,True
CHEMBL1270240,20.0,nM,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCC3CC3)c2)N=C1N,7.698970004336019,401.1550979720001,5,1,3.107100000000001,True
CHEMBL402348,20.0,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC(F)(F)F)c2)cc(N2CCCC2=O)c1,7.698970004336019,584.2610402600001,6,4,4.635600000000004,True
CHEMBL4563915,20.0,nM,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)CCSC(N)=N1,7.698970004336019,395.102765792,6,2,3.4724000000000013,True
CHEMBL1824340,20.0,nM,CC(C)Cn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,7.698970004336019,406.1917375760001,6,1,2.7705,True
CHEMBL1821821,20.0,nM,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCc3ccccc3)cc2c1,7.698970004336019,409.215412484,3,2,5.287420000000004,True
CHEMBL3653399,20.0,nM,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CO[C@@](C)(C(F)(F)F)C(N)=N1,7.698970004336019,470.0565225760001,5,2,4.020000000000002,True
CHEMBL1824343,20.0,nM,CCC(CC)Cn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,7.698970004336019,434.2230377040001,6,1,3.5507000000000017,True
CHEMBL3261047,20.0,nM,C[C@@]1(c2cc(NC(=O)c3cc4cc(F)ccc4[nH]3)ccc2F)CCSC(N)=N1,7.698970004336019,400.11693863600004,4,3,4.3652000000000015,True
CHEMBL3963268,20.0,nM,CN1C(=O)C2(N=C1N)c1cc(Cl)ccc1CC21CCC(OC(F)F)CC1,7.698970004336019,383.12121099999996,4,1,3.0463000000000013,True
CHEMBL2152917,20.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1,7.698970004336019,369.2416272320001,5,1,3.8374000000000024,True
CHEMBL1270629,20.0,nM,COCC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.698970004336019,415.1707480360001,5,1,3.368000000000001,True
CHEMBL3961886,20.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(C)C(N)=N1,7.698970004336019,381.2416272320001,5,1,3.9815000000000023,True
CHEMBL3983157,20.0,nM,COC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(C2CC2)C1=O,7.698970004336019,403.22597716800004,4,1,3.0942000000000007,True
CHEMBL1210346,20.0,nM,C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(C(F)(F)F)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1,7.698970004336019,674.274976072,6,4,4.932100000000004,True
CHEMBL1270335,20.0,nM,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CC3CC3)c2)N=C1N,7.698970004336019,413.1351114760001,4,1,3.2189000000000005,True
CHEMBL3891534,20.0,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)OCC[C@H]2CS1,7.698970004336019,406.0666526519999,6,2,3.377200000000002,True
CHEMBL576258,20.0,nM,NC1=N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN12,7.698970004336019,469.15257310800007,6,1,4.462400000000004,True
CHEMBL1270527,20.0,nM,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C(F)=C\C3CC3)c2)N=C1N,7.698970004336019,415.1507615400001,4,1,4.038700000000003,True
CHEMBL3260842,20.0,nM,COc1cccc(-c2cccc([C@@]3(c4ccncc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1F,7.698970004336019,451.16199492000004,6,1,3.8176000000000014,True
CHEMBL539466,20.0,nM,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(C(C)NC(C)=O)c1,7.698970004336019,652.3436270120001,6,4,4.924500000000004,True
CHEMBL1824345,20.0,nM,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(C3CCCC3)c2)N=C1N,7.698970004336019,418.1917375760001,6,1,3.2296000000000014,True
CHEMBL1270934,20.0,nM,CC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1,7.698970004336019,369.12888322400005,4,1,2.6897,True
CHEMBL3890867,20.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,7.698970004336019,432.1716891000001,5,1,4.994680000000006,True
CHEMBL3261070,20.0,nM,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)CO[C@@H]1F,7.698970004336019,380.0851598400001,5,2,3.0246000000000004,True
CHEMBL2178194,20.0,nM,COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CN(C)C)c(Cl)c2)cc1,7.698970004336019,528.171037468,6,3,3.8337400000000024,True
CHEMBL1270432,20.0,nM,Cc1cc([C@]2(c3ccc(F)c(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F,7.698970004336019,427.15076153999996,4,1,3.5273200000000013,True
CHEMBL2178162,20.0,nM,CCNCC(=O)Nc1c(Cl)cc(CN/C(N)=N/C(=O)c2c(-c3ccc(OC)cc3)nsc2C)cc1Cl,7.698970004336019,548.1164150520001,6,4,4.226620000000003,True
CHEMBL1092788,20.0,nM,CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,7.698970004336019,378.129217572,4,1,3.057100000000001,True
CHEMBL1824342,20.0,nM,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N,7.698970004336019,434.2230377040001,6,1,3.5507000000000017,True
CHEMBL3925456,20.0,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(NC(=O)c3ccc(Cl)cn3)cc1C21N=C(C)C(N)=N1,7.698970004336019,451.17750275200007,6,2,4.103300000000003,True
CHEMBL210414,20.0,nM,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(CCC2C[C@@H]2C)cc(N(C)S(C)(=O)=O)c1,7.698970004336019,570.323976952,5,3,3.762400000000002,True
CHEMBL3673225,20.0,nM,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)c2ccc(C#N)cc21,7.698970004336019,485.16701832000007,4,1,6.111780000000006,True
CHEMBL2178146,20.0,nM,CN1C(=N)N[C@@]2(c3cc(-c4ccc(F)c(C#N)c4)cs3)CN(C(=O)c3cccc(F)c3)C[C@H]2C1=O,7.698970004336019,491.122752288,5,2,3.528850000000003,True
CHEMBL3900583,20.0,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)C[C@@H](C(F)(F)F)O1,7.698970004336019,487.064599876,6,2,4.1537000000000015,True
CHEMBL3925451,20.3,nM,CC#Cc1csc(-c2ccc3c(c2)C2(N=C(N)N(C(C)C)C2=O)C2(CCC(OC)CC2)C3)c1,7.692503962086787,461.21369823199996,5,1,4.678600000000006,True
CHEMBL2396989,20.3,nM,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,7.692503962086787,390.09620319199996,6,2,2.5153000000000008,True
CHEMBL3903793,20.4,nM,COC1CCC2(CC1)Cc1cc(F)c(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O,7.690369832574101,432.19615426000007,5,1,3.4778800000000016,True
CHEMBL3980763,20.4,nM,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(CC2CCC2)C1=O,7.690369832574101,435.28857742400004,4,1,4.313000000000003,True
CHEMBL4227851,20.5,nM,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)O[C@H](C2(F)CC2)[C@@H]1F,7.688246138944246,453.142402348,7,2,2.942700000000001,True
CHEMBL3639550,20.7,nM,CN1OC2(N=C1N)c1cc(-c3ccc(F)c(Cl)c3)ccc1CC21CCc2ccccc2CC1,7.684029654543083,461.16701832,4,1,5.612100000000003,True
CHEMBL4584131,20.7,nM,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC2(COC2)[C@H]1F,7.684029654543083,413.129945844,7,2,2.0118800000000006,True
CHEMBL3969586,21.0,nM,Cc1ccc(F)c([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,7.67778070526608,392.11701888799996,4,1,4.446920000000003,True
CHEMBL3127089,21.0,nM,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cncc(C#N)c3)ccc1O[C@H]1CCOC[C@@H]12,7.67778070526608,389.14878946799996,7,1,1.3997799999999998,True
CHEMBL3127103,21.0,nM,CN1C(=O)[C@]2(N=C1N)c1cc(-c3cccc(OC(F)F)c3)ccc1O[C@H]1CCOC[C@@H]12,7.67778070526608,429.15001259199994,6,1,2.7345000000000006,True
CHEMBL3907417,21.0,nM,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3OC(F)(F)F)C[C@H]2CS1,7.67778070526608,444.09308988399994,5,1,4.898000000000003,True
CHEMBL3656144,21.0,nM,CCOC1CCC2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(C)O1,7.67778070526608,379.2259771680001,5,1,3.3142000000000014,True
CHEMBL3657430,21.0,nM,CC1=NC2(N=C1N)c1cc(-c3cncc(C(F)(F)F)c3)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,7.67778070526608,478.179202456,5,1,5.476200000000003,True
CHEMBL3979325,21.0,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#CC4CC4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,7.67778070526608,496.133395136,5,2,4.204300000000003,True
CHEMBL4856179,21.0,nM,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cc2cnccc2C(N)=N1,7.67778070526608,400.1447873840001,6,2,2.91648,True
CHEMBL4071843,21.0,nM,COC[C@H]1CCCN1C(=O)c1cc(OC)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2C[C@@H](Oc3ccccc3)CN2)c1,7.67778070526608,623.2806924079998,7,3,3.7359000000000027,True
